,B,CD4,CD8,Monocytes,NK,Neutrophils
GM44931,2.0367497081195056,3.445828660926537,1.7196463215219797,0.0,1.9998593802502467,2.2419174570245346
TMEM179,0.0,0.0,0.0,0.0,4.515160807221633,0.0
KLRI2,0.0,0.926719012817081,2.588040800259742,2.6856361415087693,11.79011383210519,0.0
CACNA1S,5.945225487921782,1.4393862623651974,2.764197191080331,0.0,0.0,0.0
SNORA68,0.0,0.0,8.656576206485127,0.0,0.0,0.0
C230066G23RIK,1.7594183383210895,3.353992308609067,1.8538456880075858,1.746605644910359,6.675971214524591,0.5103156758548171
IGKV8-30,12.114379355499238,0.0,8.368268637555659,0.0,0.0,0.0
GM10180,0.0,0.0,12.263309714272815,0.0,0.0,0.0
SNORD35B,0.0,0.4201486425799613,0.0,0.0,10.39968101782178,0.7340993371677444
MIR1931,0.0,0.0,0.0,0.0,8.299630390363623,0.0
GM43587,0.0,0.0,10.720458020117084,0.0,0.0,0.0
GM6158,0.0,0.0,9.018440934420365,0.0,0.0,0.0
GM49958,0.0,0.0,0.0,0.0,3.928285567863748,0.0
ANGPT1,0.7162314140039917,0.0,0.5160691408904754,1.8819637016997415,6.359013953528196,2.6511067386826497
H2-EB1,14.751059234000671,7.076949475962879,10.217653860834522,7.750966722518974,3.3588051675785255,8.7241293018933
2010016I18RIK,3.9971412118814227,10.27879282492528,9.066360158299101,4.962809097700271,8.519665542258782,4.134960464693876
IGHV5-12,8.525309462125719,0.0,4.449757197098074,0.0,0.0,0.0
RPL31-PS3,0.0,0.0,4.361039485890533,0.0,0.0,0.0
RPL9-PS6,2.0657784884230512,1.531289730410524,1.5378606873041178,0.0,9.729014925577498,5.099139414284278
GM25394,0.0,0.0,6.595567582404859,0.0,0.0,0.0
TNP2,0.0,1.4804842666000462,3.975318434876157,0.0,0.0,0.0
IGKV1-117,13.244261857364538,0.0,9.000251013527814,0.0,0.0,7.338727984865226
PPM1N,0.0,0.0,4.2923129405101035,0.8781522500714689,0.0,0.0
IGLC4,7.253423283137751,0.0,0.0,0.0,0.0,0.0
GM43584,0.0,0.0,0.0,0.0,4.497753651939177,0.0
SNORD22,0.0,0.0,12.577520529017729,0.0,0.0,0.0
CCDC189,2.796093701173939,1.8721496356575753,2.386488528084776,3.7513729377056215,2.088981819293439,8.250159151872747
GM47727,0.0,0.0,0.0,0.0,6.317321691404876,0.0
GM6963,0.0,0.0,0.0,0.0,5.739540236672274,0.0
IGHV3-8,9.24258109490878,0.0,4.234996811628661,0.0,0.0,0.0
GM37353,0.0,0.0,0.0,0.0,5.244614842620163,0.0
UPP1,0.0,0.0,1.3951286892437822,3.232709250626907,0.0,9.030104588748125
TBC1D4,2.7125181622195544,7.3532807127801885,4.3449438074696305,4.7327756461190225,0.5160691408904754,4.131358575389601
GM13568,2.53089325738542,0.971292317489782,1.127764092498575,3.122126425652647,7.402670955842382,0.0
MIR8113,0.0,0.0,8.25147667549929,0.0,0.0,0.0
AY074887,1.0787863041337002,1.4994195545366389,1.0324132186979351,0.0,5.118404868960067,0.0
RPS2-PS6,2.883557990376089,2.2656599136645887,6.0721923781215015,2.3758569946113823,0.0,0.0
GM44165,0.0,0.0,0.0,2.2040809446978686,1.1142817918277024,6.623167328207091
GM18988,0.0,0.0,0.0,0.0,7.794799180722182,2.0325035005118415
GM50341,0.0,0.0,0.0,0.0,0.0,7.279692859794187
MSANTD3,0.0,0.0,0.9958345367058055,7.620002485780285,0.0,4.327956731330798
GM17555,0.5609847138529971,0.5160691408904754,0.33882616889827255,1.1634244603203754,5.622624282132559,1.8462161329754856
GM42809,0.7814551031046488,4.660429921875394,2.760682033138764,1.5310175676745126,0.0,1.8653486719901755
DHRS9,0.0,0.2345571568552995,0.5342495816435889,0.7759051138931019,0.0,10.091442868633305
GM35769,0.2497523258837701,0.0,0.0,0.9885874766304066,0.2668704202411416,4.749192736300349
CACNA1H,4.691207268302067,0.0,1.3979605721458332,0.0,0.0,0.0
GM2974,0.0,1.3591936513622784,0.0,0.0,0.0,0.0
CRYAB,1.1257178067800935,0.0,1.2993490338212692,4.885206068263339,0.0,0.0
RHPN1,0.10785241528616721,0.0,0.9659538227010572,0.0,6.48182206646182,0.0
SDC4,9.917135950325019,4.830119054500875,3.7189754676614806,2.1748399727989884,7.185980296427537,3.268877612806747
MT-TY,0.0,0.0,0.0,0.0,11.070842577870643,0.0
H2-OB,12.943077456090302,9.006701949028308,9.328953682985826,4.751605531692325,4.371802570391076,6.165576267868312
GM26447,0.0,0.0,11.136552085843984,0.0,0.0,0.0
GM9416,0.0,0.0,2.667529897992517,0.0,0.0,0.0
GM3511,4.6555624048849005,4.566978531330218,7.175568789040952,0.0,0.0,0.0
IGKV13-84,11.403522515237245,0.0,6.397206879335186,0.0,0.0,0.0
P2RY6,0.0,0.0,2.0024103236001536,9.016888962851944,0.0,5.798146567526009
GAL,0.0,0.0,0.0,3.1524073125508902,0.0,0.0
GM48116,3.0069716146632626,0.0,5.781153858406396,2.2608442890081983,0.0,0.0
TNFRSF11A,1.309896884588822,0.43307811750973124,0.46699589943453035,4.781833492598909,1.2099160730565806,1.7230084080632602
YPEL1,2.222962937633354,4.002518787907082,3.3588051675785255,2.6099186806289882,7.502192238222613,4.204314556444264
CD40LG,0.0,9.672447930595276,2.8711503274521797,0.17579723625599336,0.0,1.518202525685043
5830411N06RIK,0.0,1.4299094182882532,7.203814518889681,0.0,0.0,0.0
GM23318,5.27528328518243,1.5525696292696756,2.097331540890136,1.2283155865985687,0.6246140613010314,2.0948014660825036
IGHV3-2,4.960336878818227,0.0,2.097331540890136,0.0,0.0,0.0
FZD4,0.0,0.0,0.08668679179248258,4.830654341318725,0.0,0.9127526488901047
IL4,0.0,4.430638250459839,1.2256053524151116,0.0,0.0,0.0
ALDH1B1,4.587437482304745,3.8290392402273135,4.519682617050558,8.481549307129326,2.831067327894184,0.0
GM50277,1.1135776723003086,0.0,0.0,0.9025924962668106,0.0,4.835485298312218
GM8482,0.0,0.0,3.07883120977706,0.0,0.0,0.0
IGHV1-18,12.265289440527798,0.0,7.953481386422004,0.0,0.0,0.0
IGHV1-69,11.082625470450083,0.0,6.198319441757834,0.0,0.0,6.7767691940192165
2610204G07RIK,0.0,2.85441025073393,0.0,0.0,0.683602910496861,0.0
GM20528,0.0,0.0,0.0,4.9390837180864064,0.0,0.39953420844486265
GM4045,8.459449768746566,5.3683648223192115,10.982448638748885,7.9972314386585825,3.0563994026834846,5.246266775948892
IGHV1-38,5.324669955487404,0.0,0.0,0.0,0.0,0.0
GM12469,0.0,0.0,5.5705518827837635,0.0,0.0,0.0
AA467197,3.722945845756619,3.7352400895130153,3.1587118298751062,2.886331605187388,0.21705588860949027,9.187922236634122
VPREB3,10.904234152198438,2.7611343556031525,6.091368045977442,0.0,0.0,0.0
SNORD83B,7.299191482106933,0.0,10.874610355185897,0.0,4.8121854383871145,0.0
RETNLB,0.0,0.0,0.0,0.0,0.0,4.621124158393819
GM20762,0.0,0.0,4.223056129997986,0.0,0.0,0.0
4933440M02RIK,0.0,0.0,2.746240701458275,0.0,0.0,0.0
HCAR2,0.0,0.0,2.694704017832991,3.704337180077152,0.0,9.738571706048509
OSCP1,2.521818112761591,0.9766676373279072,1.5612178870932698,2.7670706181187286,0.52643090917643,8.6087713425532
CTNND1,3.0361167435409078,0.0,0.9111962823310177,7.211699150911845,0.0,2.2589825977919906
GM43755,0.0,0.0,3.155437882065871,0.0,0.0,0.0
IGKV5-45,9.281484075704821,0.0,3.701323418104673,0.0,0.0,0.0
SHTN1,1.5708365105962292,0.6563525489923927,1.002343842052069,4.898667181010108,0.0,0.0
5930403N24RIK,0.6489984635622292,0.12908074708224604,0.0,1.709575949029426,0.0,6.605452239877014
GM50054,0.0,0.4022038502987682,0.0,0.24436206547429012,10.121465591006613,0.7648599601291428
PPP1R3D,0.0,0.0,0.9878024923297584,5.1133096537840785,0.0,9.358499036877799
GM48175,0.0,0.0,0.0,0.0,3.5293700721837125,0.0
IGHV1-62-2,10.299925310713714,0.0,5.490939667468689,0.0,0.0,0.0
GM38171,2.73342739426242,0.7487345928545621,0.0,0.0,0.0,8.555508591388179
IGFBP6,0.0,0.0,1.755269233366531,2.6969826953031624,3.0170471793034865,6.739568886798572
IGHV1-66,9.736850638686212,0.24960669351456694,5.961085926729606,0.0,0.0,0.7093466054587863
IGKV2-112,9.976325615633076,0.0,5.225437751147638,0.0,0.0,0.0
KLRA13-PS,0.0,0.0,10.476355601743304,0.0,14.32175425263479,0.0
GM10819,0.0,0.0,0.0,0.0,3.4495281561292215,0.0
ENTPD3,0.3969688290803945,0.0,0.06773362419374533,0.0,0.0,7.6009739727234855
GM12319,3.605646857513114,2.975262610034535,7.940491243206617,5.109113177350739,2.7426417278702626,0.0
IFI205,0.6967421760350087,0.7636925897920419,2.472623403077515,8.469487719961243,0.19223926352303367,0.0
GM16553,1.9641294665256948,0.0,0.0,2.5525870568466793,0.0,6.447049624727286
ALPL,4.877573901863171,1.6345584071161439,1.9267990023841177,0.0,0.0,0.0
KIT,1.940207664543435,2.32443553172335,2.338632368584327,3.913374112604341,7.492248981468078,4.057117717067845
GM49258,0.0,0.0,3.458726563667979,0.0,0.0,0.0
CMA1,0.0,0.0,3.0339746406087866,1.1414750363739656,10.843662568634283,0.0
MT-TD,0.0,0.0,0.0,0.0,7.61848290614003,0.0
GM6361,0.0,0.0,0.0,0.0,6.245207806544761,0.0
GUCA2B,3.4632450708413858,0.0,0.0,0.0,0.0,0.0
GM6851,0.0,0.0,0.0,0.0,8.160149195005019,0.0
GM2511,0.0,0.0,0.0,0.0,0.0,7.954680471619694
CACNG8,0.4260559291589644,0.0,3.747133085681709,0.0,0.7307984803150012,0.0
GM45808,0.0,0.0,0.0,3.186642019033611,0.0,0.0
GM12291,0.0,0.0,5.570774765229699,0.0,0.0,0.0
NXPE2,6.41496705176494,0.38261741173384467,1.9238629392303759,1.499258741403576,0.0,1.299662656763523
GM4735,0.0,0.0,0.0,2.1403081068693695,0.0,6.85207987376154
GM22060,0.0,0.0,0.0,0.0,7.076949475962879,0.0
GM9806,0.0,0.0,0.0,0.0,5.200194765401335,0.0
ESPN,1.411144049577227,6.740895934904838,3.3662369448702556,4.312562153223821,2.148112991590512,0.0
TRAV4-4-DV10,0.0,8.855724684388903,7.179165583913345,0.0,0.0,0.0
LRP5,2.2335261352705604,3.218644739681799,3.2626507306946095,7.74381274017959,0.9029934408826598,4.189700208080611
GM23119,6.525689069244999,7.796695454253596,10.782445779987848,6.450528493790536,4.510325639772306,0.0
GM40773,0.5734612498113417,2.530313771419217,5.299617218503894,0.7233493727773868,0.3143313033059352,1.6172553912016125
IGHV1-76,10.978966201193156,0.0,5.716269434690109,0.0,0.0,0.0
SNORA65,0.0,0.0,9.911825389195894,0.0,0.0,0.0
SNORA62,4.632552516427731,5.067817051349871,7.53384064549078,0.0,0.0,0.0
CYM,0.0,0.0,2.470205365391031,0.0,7.868584974311032,0.0
GM15198,2.953557573408315,0.0,7.17057637858153,3.3160522877849576,2.3283716702404074,0.0
GM43108,4.767733521449929,0.0,10.11885587186795,0.0,0.0,0.0
SMYD1,0.0,0.0,3.9659229674903216,0.0,0.0,0.0
NIPAL1,0.0,5.178277424848305,3.1174081842133408,0.0,3.150833097674585,0.0
GM34589,0.5544548758575841,0.0,0.0,2.7657783586891806,0.7727863187380046,8.12083142745745
GM34680,1.2210614999328429,1.2210614999328429,2.9359088539325695,2.7034765703985713,1.8757742838030307,8.721243946584853
MIR467F,0.0,0.0,0.0,0.0,4.878707115808206,0.0
GM7582,8.342731816041217,2.282409185818691,3.531635709145315,3.6592823582568403,0.0,0.0
IKZF4,0.8840163028400894,5.585760330135246,2.846343266380773,0.0,0.0,0.0
IGKV4-62,6.447049624727286,0.16951840419067377,2.254904072549626,0.28420827915141855,0.0,1.971935382042155
GM45268,0.0,0.0,0.0,0.0,5.764487650120458,0.0
GM34215,6.500717266656208,0.0,1.8389498154318102,0.0,0.0,0.0
IGKV4-74,10.29503865147747,0.0,6.42565456364325,0.0,0.0,0.03140960186485537
FAM83A,0.0,0.0,0.46442675211920054,5.497432523007932,0.0,0.0
KLF4,2.0673496305464125,4.802268423438466,5.9296026494662755,10.570103784074343,1.4293686922055553,5.779598658750946
H2BC6,3.107442699185089,3.0944366672115238,2.526521540037275,3.051827080391461,4.432179571503245,8.244424186128757
GM47441,0.0,0.0,11.858222215661355,0.0,0.0,0.0
RALGPS2,10.91248464542895,7.823734867788025,7.513719550964708,6.024379205515676,2.218054712393297,5.4652601495417965
IGHV2-3,10.118042946409894,0.0,5.34474132656439,0.0,0.0,0.0
GM33973,0.0,0.0,0.0,4.416206073476097,0.0,0.0
GM12033,0.0,0.0,0.0,3.6654053096431527,0.0,0.0
LAYN,0.0,0.0,0.0,5.183267931437078,0.0,1.1257178067800935
CDKL1,4.847887075471956,0.0,0.8307486309760288,0.0,0.0,0.0
A930002I21RIK,0.0,2.4482724501802817,6.682911696546382,0.0,0.0,0.0
IGKV10-96,13.588607842696302,4.665276286488245,8.906593245126679,0.0,0.0,4.931826461045995
IL5RA,7.137948076678333,1.1281451762837003,1.4203714216943162,0.0,0.35018322212566977,2.5843161168556286
GM43581,0.8769463505087605,2.4144135712672874,0.8204187214365565,0.0,0.4577018036161128,0.0
TCEAL8,2.391521008557831,0.5565272621744273,1.2343748210576062,6.787907703068735,2.156014602148443,3.5983376594021346
GM48720,0.0,6.080239353282153,2.31253016227794,0.0,0.0,0.0
GM44264,0.0,0.0,0.0,0.0,5.241088423601743,0.0
TMEM40,2.0442365073750444,0.0,2.0636619719190143,3.2876542135431963,0.0,8.660039335705504
GM48302,1.003891528614583,0.0,0.0,0.0,1.308896701574164,5.079556792242439
GM45153,2.220947712327588,1.56488041645409,0.9695154798763421,2.4343993948792364,0.9798314885325335,7.107112500857167
TSHZ3,0.0,0.9497070206602884,2.0238215708646017,0.0,7.194971029606206,0.0
GM43481,3.0049066165069935,5.001080117304748,3.0544200088711886,1.4859023793895636,3.509737542165472,1.225662180781826
TESC,2.229343472334718,9.351041978469933,7.564375230365513,0.0,5.459732867349398,5.527298289344866
LRRC75B,0.23621881548019696,2.991861590228749,6.438577065650824,0.0,0.0,2.7878343451153667
ENO1B,0.0,0.0,0.9885874766304066,1.9350970969799772,0.8097300877297984,5.582183251528967
GM6236,0.0,0.0,0.0,0.0,0.0,5.232183837664971
PRSS12,2.574522075439123,3.4317326468986953,6.401899549849148,0.0,1.6294463988175272,0.0
MS4A1,12.097012710375992,2.9623359256405797,6.218159827020693,0.8165514770253578,0.0,6.595425871399979
GM15563,0.0,0.0,0.0,0.0,4.545473061084262,0.0
KYNU,8.302174753127392,1.4827783554000518,1.940605451319822,4.764568623465075,0.0,0.0
GM48641,1.9882086538427717,1.1322308680027384,0.0,1.6175523608398321,6.46797116495711,0.0
GM48435,0.0,0.0,0.0,0.0,3.5525381819973663,0.0
2600002D14RIK,3.5281246974384395,0.0,0.0,0.0,8.428110240854815,0.0
GM15536,0.0,0.0,16.495589685547806,0.3897701111405342,0.0,1.4389955511000665
CSTDC4,1.5979007788474129,0.0,3.096221026024266,0.9742535920389881,0.46004882945331177,12.245328845378877
BATF2,0.6664472750865911,0.0,0.0,5.433446347357229,0.0,0.0
2610024D14RIK,3.3039509958296662,8.148068909603317,4.691985122046045,0.0,5.36429398941591,0.0
GM44245,0.0,0.0,0.0,0.0,0.0,6.222560652254131
ABCA6,0.7752003492509252,0.0,0.0,5.907930927825194,0.0,0.0
LY6D,13.105778980737597,6.271713963103598,9.136966022885638,2.7089807755113577,0.0,6.8288307290205275
GM50037,0.0,0.0,0.0,0.0,3.7974681688244,0.0
IGHV5-1,2.6389135269486164,0.0,0.0,0.0,0.0,0.0
PGLYRP1,9.495612745860665,8.002139003617671,10.167600418189618,9.025688351541408,10.889831688172222,14.544887059441006
CLEC4B1,0.0,0.0,1.442498650785288,7.0720443791229215,0.0,0.0
GM11534,2.654422572396429,0.0,5.6519520969317885,0.0,0.0,0.33109177469442996
GM49025,0.0,0.0,2.657639505959626,0.0,0.0,0.0
IGKV19-93,12.670201997216548,4.665276286488245,8.695438313089982,0.0,0.0,6.218159827020693
SNORA21,5.846282973391601,0.0,9.273463157282848,0.0,0.0,0.0
IL31RA,0.0,0.0,0.47348042043160443,4.86019262605828,0.0,0.0
KLRC1,0.0,3.120745336517677,8.089514286513257,0.0,12.22956699062602,0.0
CAPNS2,1.4091224731901546,0.0,0.0,2.83370431166494,0.0,7.625273024107302
GM11483,3.6750311779104523,3.5525381819973663,6.197509654289416,2.369632332340931,1.3108374703310726,0.0
GM26535,0.0,0.0,0.0,0.0,0.0,4.254251729230266
1110018N20RIK,2.792351587538433,0.0,0.0,0.0,0.0,0.09635639022171548
TRAV12-3,0.0,7.538672978220198,6.061288502853338,0.0,0.0,0.0
APBA1,0.6210278209126399,0.0,0.7731658045639412,7.663661799356662,0.0,0.0
9530062K07RIK,2.6519044273875743,1.3735293454591084,2.631919668871384,1.953350470507711,0.7227004675074582,6.29180881066449
GM48614,0.0,0.0,0.0,5.14783657330889,0.0,0.0
PROK2,0.0,0.0,0.0,0.0,0.0,4.236367346589786
GM18303,0.0,0.0,0.0,0.0,0.0,5.382865386356817
GM37376,3.4746210173790586,5.900345831511212,2.5843161168556286,0.0,15.050884265494854,8.080048051760706
TRBJ1-7,0.0,0.0,0.0,0.0,9.897725429667554,0.0
SCARNA17,0.0,0.0,8.712109501698382,0.0,0.0,0.0
GIPC2,1.1271909205804622,0.0,0.901478770778481,0.0,5.611687097760994,0.0
GM8189,0.38051235961982754,5.779912325805608,4.229544925942322,0.9593978301307267,2.9252605869195327,0.0
GM34150,0.0,2.2479200835590634,0.0,0.0,0.0,0.0
GM49342,5.457027690417826,0.0,0.0,9.382930200106035,0.0,5.536742155589934
GM20657,1.523282418271918,0.0,6.246897353144076,0.0,0.0,0.0
PPFIA4,1.4601222718475722,1.1670195245792172,2.573253733560903,9.667584331489625,0.0,3.3800532403587034
GNAT1,1.4307507573979514,2.2705671033155235,1.0381617942158097,0.0,6.036829413576903,0.0
RAMP3,1.531289730410524,7.687990536703916,4.7940238227021945,0.0,0.0,0.0
RUFY4,0.6853056606338628,0.1294752352511157,1.895304709616798,0.7847095672797297,0.0,8.793628356440458
GM49927,0.0,0.0,4.333129599673908,0.0,0.0,0.0
TMEM51,1.4356415095766293,0.0,3.6780857975615335,9.61721261256241,5.777704066375351,4.700522798064624
TEX15,1.0628505770186183,1.4368420720324022,1.1526314785797784,0.0,0.362289075097997,6.068987379166375
IGKV2-137,10.605632446238285,0.0,5.743352017666867,0.0,0.0,5.136642048968497
1500009L16RIK,0.5025353799594257,1.278328024507009,4.510325639772306,0.0,0.0,0.0
GM26049,0.0,0.0,0.0,0.0,9.185517796683754,0.0
ITGAE,1.0923776007386214,3.022606933263795,7.489796544617446,0.6524258605482514,3.2374253289516153,2.9178487059403073
GM48275,12.33142596720699,7.345577544693851,9.166288326633671,9.720661543533378,0.0,0.0
GM44174,0.0,0.0,12.854505164510297,0.0,0.0,0.0
MIR1892,0.0,0.0,10.040301562237676,0.0,0.0,0.0
GM10384,0.0,0.0,0.0,5.083705195446246,0.0,1.8914111962171751
4933426B08RIK,4.31806392513038,0.4767941534109832,0.6042084002054833,0.18055629786976463,0.44584301363599776,0.8134382282386476
CR2,11.63813369957994,3.1719633022133054,8.671072986643084,0.0,1.38154514896529,5.005483012850897
MYO10,2.3593946493365614,5.936851283807625,0.9439133149423804,2.0470882963615735,0.7776122749264254,3.06671454642915
CPD,2.7270893216972376,2.1746634278274075,1.5617266900661289,5.989573617245101,2.7502256165315235,10.297245694258303
GM48358,3.2263139391811553,3.029638575708381,2.1164835456276228,4.200928983856817,2.470718165805284,7.89388147456831
GM24924,0.0,0.0,0.0,0.0,0.0,7.423918338389205
IGHV1-53,12.632343586518992,0.0,8.576261082185553,0.0,0.0,7.199069887889535
GM48040,0.0,0.0,0.0,0.0,4.566621708018449,0.0
GM43302,0.0,0.0,4.810538564794955,0.0,0.0,0.0
GM47732,0.0,0.0,0.0,0.0,5.7929487554199515,0.0
IGKV11-106,4.193774279932203,0.0,0.0,0.0,0.0,0.0
GM16333,0.0,0.0,0.0,0.0,5.09447543239661,0.0
POU2AF1,11.455190768346482,6.9002979301513605,7.483252956604899,0.897434015680462,0.0,5.09526123598508
RNU11,0.0,0.0,6.498546731427118,0.0,0.0,0.0
CXCR2,0.9601936223611001,0.2690165170705212,3.1271404988266616,3.273512838335235,0.7137535061186784,14.39825525998939
GM24809,3.1753495290512985,0.0,0.0,0.0,9.188126158525147,0.0
DLG5,0.0,0.0,3.7416901085197662,0.0,0.0,0.0
IGHV5-17,10.994110814346463,0.0,6.301791915358102,0.0,0.0,0.0
4933432I03RIK,1.2703563391577317,0.0,0.0,0.0,0.0,6.7022424673966725
RILP,1.3830946201159136,0.8375270038241125,1.3545583262003766,4.787354932725529,0.0,0.0
GM19721,2.4379554442162874,2.4217420709200304,2.1000144842346415,3.2222660425989096,1.5149003684890374,6.948641054237562
CHRM3,0.0,1.030507784166363,1.5950921068193344,2.4840053808789935,0.0,7.581427225410446
TAS2R135,0.0,0.0,0.0,1.1942616622728688,0.0,7.118370898917425
SLC27A2,0.0,0.0,0.0,0.0,0.0,5.245929722795948
GM13394,0.0,0.0,0.0,3.6258830484441655,0.0,0.0
GM44180,0.0,0.0,0.0,3.284455068316552,0.0,0.0
FAM184A,1.1848271567906739,0.6393593656660728,1.2220731345463296,0.0,6.044605594227854,0.0
RPL12,10.92838989321831,11.34206921653906,13.92256742218877,10.153328339139208,9.209221674433223,6.917916260754639
PTPRO,0.34269650575526617,0.0,2.8917259738896792,10.414242672554511,0.0,3.790948483736014
RNASE2B,0.0,0.0,0.0,5.403329983340071,0.0,0.7416987398489931
PCP4,5.752357869456838,0.0,1.771146862895431,0.0,0.0,0.0
GM20513,6.666938664086338,0.0,1.9645406653994257,0.0,0.0,0.0
GM13123,0.0,0.0,5.895684225694405,0.0,0.0,0.0
KBTBD11,5.964821532823983,9.451289080280016,12.22472782044269,5.632831053461622,6.3102462924367355,3.13831970699005
CCR6,10.178817647365891,4.308827637399075,3.3221080936227567,0.0,0.0,0.0
MYZAP,4.7769443898020025,1.5202265823506622,1.5711269669709145,0.0,0.0,0.0
RPL30-PS3,0.0,0.0,4.4266717276460525,1.8469692241458828,0.0,0.0
GM11874,0.0,0.0,0.0,4.726224960990779,0.0,0.0
GAMT,3.902312138301535,2.1083031315894587,2.256972491421319,7.243922521775386,2.2354778929396586,2.2916749173808277
IGKV16-104,11.74007066828594,2.530226125138128,7.467297546430593,0.0,0.0,1.7928200474497582
GM37401,1.5760083095078454,1.073339528938789,1.3334272099690903,2.6453185784526037,6.525994802979858,0.4708380771510426
GM43144,0.0,0.0,0.0,0.0,0.0,5.360029049312338
4933431G14RIK,0.0,0.0,0.0,0.0,0.0,3.9065147435733762
GPR25,0.0,0.43610454372511887,0.0,0.0,6.699897138088939,0.8055907707042753
GM45665,2.8681654989392453,0.0,0.0,0.0,0.0,0.0
KCNA2,0.0,1.4347244167865854,3.988528712397404,0.0,0.0,0.5349611780660422
GM36161,1.2680170148468957,1.1585651970865105,3.7046680028309633,11.27820565266482,0.49841324879126137,7.5964008101253535
GM16372,1.7293369951494812,1.5808381118322878,2.085860123099854,5.2798827957468735,2.0699470164943743,0.0
IGKV3-2,11.662380669385584,3.0855595931513253,8.171435243780186,0.9320402075228141,0.0,2.3917159494839035
CCR9,2.709698071603805,3.692869294059604,7.697760358001647,1.423466197740872,0.9352348683505692,0.0
PDIA5,0.9134348324418782,0.0,1.1327275996301598,5.652941505447879,0.0,0.0
RPL38-PS2,0.0,0.0,0.0,0.0,0.0,9.611932210432148
TNFRSF23,2.336582762277967,3.458356449636158,3.0067436237212393,3.9082157817705165,4.123179619177202,8.399663181288272
PLCD3,4.693804970105123,0.5085968798706113,1.1124717404981237,0.5101437461608462,0.44743029880819807,0.0
GM11815,2.4177558721272954,0.8733662345100206,1.1779811243637404,0.0,2.463580835898036,7.9910658428013015
TMEM51OS1,0.0,0.1911749505876578,0.6202443888872797,4.50849335748501,0.33610756486926685,0.8915817149500292
SCARB1,6.721590529351804,5.942671939864573,6.200712926682966,10.475439834163325,1.9181988420835199,6.668694183532493
AI463170,0.0,0.0,0.0,0.0,0.0,5.766305376800889
NINJ2,0.0,1.4698735158525589,4.178784019379829,0.0,0.0,0.0
NXPE1-PS,5.767477073973062,0.0,1.9282257461988412,9.085124128855888,0.0,0.0
IGKV6-20,11.050589855931623,3.1827576311236596,6.905099325578306,0.0,0.0,0.0
AU019990,1.5617266900661289,0.5417221675178923,0.8721518476664938,2.923790503901174,0.09333909689007738,7.578223661074392
KCNC1,0.2480196610739004,1.5180294246288644,4.612993580985684,0.0,1.3757057730091333,0.0
ZSCAN10,0.0,1.9020668739297029,0.43182096997742914,0.0,0.0,0.0
DACH1,0.0,0.0,0.3308769889353096,2.9149967295067896,0.0,6.574318474784038
GM37524,0.0,0.0,0.0,0.0,0.0,5.320470550388638
GM8054,0.0,0.0,3.2547642002701336,0.0,0.0,0.0
MAP3K6,0.3530304820497572,0.5393282370512981,0.9186723176110636,6.206465026585743,0.0,0.0
GM10720,1.4554529803036633,1.9162834107004851,1.1257178067800935,0.0,13.8053140012717,0.0
IGHV2-7,3.0372251226279086,0.0,0.0,0.0,0.0,0.0
GM11619,0.0,0.0,5.094588910891034,0.0,0.0,0.0
GM3667,0.0,2.3769927243847673,0.0,0.0,0.0,0.0
CDC42BPB,4.908573097369892,2.017081571325232,2.9556044532219214,8.067770448071748,0.0,2.254345097957109
GM49391,0.0,0.0,0.0,0.0,7.11476937608516,0.0
CEACAM10,0.0,0.0,1.4422463178197464,1.094800091520846,0.0,9.317026573139152
EPHX4,0.0,2.3665241831841497,0.7716330548084166,0.0,0.0,0.0
PSMA8,0.5593643012479581,0.0,0.0,3.9674149582564486,0.0,0.0
TSPAN32OS,0.0,2.146116530912092,0.0,0.0,0.0,0.0
CCL3,4.309084294524486,5.772987143002692,8.189068238129565,6.557050442179598,11.46194925007724,7.195610611100443
IP6K3,0.7949976443594555,0.0,0.7184127055685411,5.691196843283381,0.0,0.3308893583695083
TAS2R143,0.0,0.0,0.0,0.33346017995849364,0.0,7.3853028677485275
GM42462,2.692037604117073,3.003288460578257,1.6674738430342908,3.4479607939215473,0.2858429308356911,7.302438418205243
TRBJ1-4,0.0,0.0,0.0,0.0,10.875549965284822,0.0
GM17767,0.3273894369677609,0.20570062448892773,0.21123391697315025,3.7384712899175065,0.0,0.0
ADTRP,0.5085968798706113,0.0,0.9259798579661531,1.670923833417243,0.0,6.012832226056021
CRISPLD2,0.6310569057134462,0.08779113102098582,0.9266606283258845,3.0317572476141637,0.0,9.010979983296677
GM47765,0.0,3.005968561670496,0.0,0.0,0.0,0.6953902625689146
KLRA17,0.0,0.8957584884371441,1.414723541395623,3.0756185850392805,1.3988695079817597,9.537601592407555
CLEC10A,0.0,0.0,2.7335762855289087,8.198975735159706,0.0,0.0
GM3940,2.3904102984485456,3.2634030386205843,3.0905368524239476,0.0,10.162714639155483,0.0
FTH-PS2,2.5720072663298907,3.144094263706351,1.9755792950961293,3.2799119629525606,2.6372302328153743,7.17057637858153
DST,1.7230084080632602,4.160882308893859,1.5045045755124598,1.4061464096164946,1.3943485325149816,0.0
GM25379,0.0,0.0,0.0,0.0,5.913310435819817,0.0
ELANE,0.0,0.0,3.3851249209412257,7.103295498413935,0.0,0.0
GM29721,0.0,0.0,1.0711430351560733,0.0,5.433446347357229,0.9475415847193296
GM13387,0.6108349836932608,0.722321160599553,1.558901302834827,0.0,5.355520944191918,0.0
COL26A1,0.8482199606111117,0.0,0.0,0.0,4.600815168387141,0.0
